emoji,text
❤️,قلب أحمر
❤,قلب أحمر
🩷,قلب وردي
🧡,قلب برتقالي
💛,قلب أصفر
💚,قلب اخضر
💙,قلب ازرق
🩵,قلب أزرق فاتح
💜,قلب بنفسجي
🤎,قلب بني
🖤,قلب أسود
🩶,قلب رمادي
🤍,قلب أبيض
💋,علامة قبلة
💯,مائة نقطة
💢,رمز الغضب
💥,تصادم
💫,دائِخ
💦,قطرات العرق
💨,محطما بعيدا
🕳️,فتحة
🕳,فتحة
💬,بالون الكلام
👁️‍🗨️,العين في فقاعة الكلام
👁‍🗨️,العين في فقاعة الكلام
👁️‍🗨,العين في فقاعة الكلام
👁‍🗨,العين في فقاعة الكلام
🗨️,اليسار فقاعة الكلام
🗨,اليسار فقاعة الكلام
🗯️,فقاعة الغضب الصحيحة
🗯,فقاعة الغضب الصحيحة
💭,بالون الفكر
💤,ZZZ
🏧,علامة الصراف الآلي
🚮,القمامة في علامة بن
🚰,مياه صالحة للشرب
♿,رمز كرسي متحرك
🚹,غرفة رجال
🚺,غرفة نسائية
🚻,غرفة الاستراحة
🚼,رمز الطفل
🚾,خزانة المياه
🛂,مراقبة جوازات السفر
🛃,جمارك
🛄,استلام الأمتعة
🛅,تركت الأمتعة
⚠️,تحذير
⚠,تحذير
🚸,الأطفال يعبرون
⛔,ممنوع الدخول
🚫,محظور
🚳,ممنوع ركوب دراجات
🚭,ممنوع التدخين
🚯,لا رمي النفايات
🚱,مياه غير صالحة للشرب
🚷,لا للمشاة
📵,لا هواتف محمولة
🔞,لا أحد دون الثامنة عشرة
☢️,المشعة
☢,المشعة
☣️,خطر حيوي
☣,خطر حيوي
⬆️,سهم للاعلى
⬆,سهم للاعلى
↗️,سهم لأعلى لليمين
↗,سهم لأعلى لليمين
➡️,السهم الأيمن
➡,السهم الأيمن
↘️,سهم لأسفل لليمين
↘,سهم لأسفل لليمين
⬇️,السهم لأسفل
⬇,السهم لأسفل
↙️,سهم لأسفل اليسار
↙,سهم لأسفل اليسار
⬅️,السهم الايسر
⬅,السهم الايسر
↖️,سهم لأعلى اليسار
↖,سهم لأعلى اليسار
↕️,سهم لأعلى لأسفل
↕,سهم لأعلى لأسفل
↔️,سهم لليسار واليمين
↔,سهم لليسار واليمين
↩️,السهم الأيمن منحني اليسار
↩,السهم الأيمن منحني اليسار
↪️,السهم الأيسر المنحني لليمين
↪,السهم الأيسر المنحني لليمين
⤴️,منحنى السهم الأيمن
⤴,منحنى السهم الأيمن
⤵️,منحني السهم الأيمن لأسفل
⤵,منحني السهم الأيمن لأسفل
🔃,الأسهم العمودية في اتجاه عقارب الساعة
🔄,زر الأسهم عكس اتجاه عقارب الساعة
🔙,سهم الرجوع
🔚,سهم النهاية
🔛,تشغيل السهم
🔜,قريباً السهم
🔝,السهم العلوي
🛐,مكان للعبادة
⚛️,رمز الذرة
⚛,رمز الذرة
🕉️,أوم
🕉,أوم
✡️,نجمة داود
✡,نجمة داود
☸️,عجلة دارما
☸,عجلة دارما
☯️,yin yang
☯,yin yang
✝️,الصليب اللاتيني
✝,الصليب اللاتيني
☦️,الصليب الأرثوذكسي
☦,الصليب الأرثوذكسي
☪️,النجم والهلال
☪,النجم والهلال
☮️,رمز السلام
☮,رمز السلام
🕎,الشمعدان
🔯,نجمة سداسية منقط
🪯,خاندا
♈,بُرْجُ الحَمَل
♉,الثور
♊,تَوأَم
♋,سرطان
♌,ليو
♍,بُرْجُ العَذْراء
♎,الميزان
♏,العقرب
♐,برج القوس
♑,بُرْجُ الجَدْي
♒,برج الدلو
♓,برج الحوت
⛎,الحواء
🔀,زر المسارات العشوائية
🔁,زر التكرار
🔂,كرر زر واحد
▶️,زر التشغيل
▶,زر التشغيل
⏩,زر التقديم السريع
⏭️,زر المسار التالي
⏭,زر المسار التالي
⏯️,زر التشغيل أو الإيقاف المؤقت
⏯,زر التشغيل أو الإيقاف المؤقت
◀️,زر عكسي
◀,زر عكسي
⏪,زر الرجوع السريع
⏮️,زر آخر مسار
⏮,زر آخر مسار
🔼,زر لأعلى
⏫,زر سريع
🔽,زر لأسفل
⏬,زر سريع لأسفل
⏸️,زر الإيقاف المؤقت
⏸,زر الإيقاف المؤقت
⏹️,زر التوقف
⏹,زر التوقف
⏺️,زر التسجيل
⏺,زر التسجيل
⏏️,زر الإخراج
⏏,زر الإخراج
🎦,سينما
🔅,زر خافت
🔆,زر مشرق
📶,قضبان الهوائي
🛜,لاسلكي
📳,وضع الاهتزاز
📴,الهاتف المحمول قبالة
♀️,علامة أنثى
♀,علامة أنثى
♂️,علامة الذكور
♂,علامة الذكور
⚧️,رمز المتحولين جنسيا
⚧,رمز المتحولين جنسيا
✖️,تتضاعف
✖,تتضاعف
➕,زائد
➖,ناقص
➗,يقسم
🟰,علامة يساوي الثقيلة
♾️,ما لا نهاية
♾,ما لا نهاية
‼️,علامة تعجب مزدوجة
‼,علامة تعجب مزدوجة
⁉️,علامة استفهام تعجب
⁉,علامة استفهام تعجب
❓,علامة استفهام حمراء
❔,علامة استفهام بيضاء
❕,علامة تعجب بيضاء
❗,علامة تعجب حمراء
〰️,اندفاعة مموجة
〰,اندفاعة مموجة
💱,تحويل العملات
💲,علامة الدولار الثقيلة
⚕️,رمز طبي
⚕,رمز طبي
♻️,رمز إعادة التدوير
♻,رمز إعادة التدوير
⚜️,فلور دي ليس
⚜,فلور دي ليس
🔱,شعار رمح ثلاثي الشعب
📛,اسم شارة
🔰,رمز ياباني للمبتدئين
⭕,دائرة حمراء مجوفة
✅,زر علامة الاختيار
☑️,خانة الاختيار مع الاختيار
☑,خانة الاختيار مع الاختيار
✔️,علامة الاختيار
✔,علامة الاختيار
❌,علامة تقاطع
❎,زر علامة الصليب
➰,حلقة مجعد
➿,حلقة مزدوجة مجعد
〽️,علامة التناوب الجزء
〽,علامة التناوب الجزء
✳️,علامة النجمة ثمانية برامق
✳,علامة النجمة ثمانية برامق
✴️,نجمة ثمانية
✴,نجمة ثمانية
❇️,التألق
❇,التألق
©️,حقوق النشر
©,حقوق النشر
®️,مسجل
®,مسجل
™️,العلامة التجارية
™,العلامة التجارية
#️⃣,keycap
#⃣,keycap
*️⃣,keycap
*⃣,keycap
0️⃣,مفتاح 0
0⃣,مفتاح 0
1️⃣,keycap 1
1⃣,keycap 1
2️⃣,keycap 2
2⃣,keycap 2
3️⃣,keycap 3
3⃣,keycap 3
4️⃣,keycap 4
4⃣,keycap 4
5️⃣,keycap 5
5⃣,keycap 5
6️⃣,keycap 6
6⃣,keycap 6
7️⃣,keycap 7
7⃣,keycap 7
8️⃣,keycap 8
8⃣,keycap 8
9️⃣,keycap 9
9⃣,keycap 9
🔟,مفتاح 10
🔠,إدخال الأحرف الكبيرة اللاتينية
🔡,إدخال صغير لاتيني
🔢,أرقام الإدخال
🔣,رموز الإدخال
🔤,إدخال الأحرف اللاتينية
🅰️,فصيلة دم الزر
🅰,فصيلة دم الزر
🆎,فصيلة دم زر AB
🅱️,فصيلة دم الزر B
🅱,فصيلة دم الزر B
🆑,زر CL
🆒,زر COOL
🆓,زر مجاني
ℹ️,معلومة
ℹ,معلومة
🆔,زر ID
Ⓜ️,محاطة بدائرة م
Ⓜ,محاطة بدائرة م
🆕,زر جديد
🆖,زر NG
🅾️,يا زر فصيلة الدم
🅾,يا زر فصيلة الدم
🆗,زر موافق
🅿️,زر P
🅿,زر P
🆘,زر SOS
🆙,زر UP
🆚,زر VS
🈁,الزر الياباني هنا
🈂️,زر رسوم الخدمة اليابانية
🈂,زر رسوم الخدمة اليابانية
🈷️,زر المبلغ الشهري الياباني
🈷,زر المبلغ الشهري الياباني
🈶,الزر الياباني ليس مجانيًا
🈯,الزر الياباني المحجوز
🉐,زر الصفقة اليابانية
🈹,زر الخصم الياباني
🈚,زر مجاني ياباني
🈲,الزر الياباني المحظور
🉑,الزر الياباني المقبول
🈸,زر التطبيق الياباني
🈴,زر درجة النجاح الياباني
🈳,زر الوظيفة اليابانية
㊗️,زر التهاني اليابانية
㊗,زر التهاني اليابانية
㊙️,الزر السري الياباني
㊙,الزر السري الياباني
🈺,زر فتح الأعمال اليابانية
🈵,زر عدم وجود وظيفة شاغرة باليابانية
🔴,دائرة حمراء
🟠,دائرة برتقالية
🟡,دائرة صفراء
🟢,دائرة خضراء
🔵,دائرة زرقاء
🟣,دائرة أرجوانية
🟤,دائرة بنية اللون
⚫,دائرة سوداء
⚪,دائرة بيضاء
🟥,المربع الاحمر
🟧,مربع برتقالي
🟨,مربع أصفر
🟩,المربع الأخضر
🟦,مربع أزرق
🟪,مربع أرجواني
🟫,مربع بني
⬛,مربع كبير أسود
⬜,مربع أبيض كبير
◼️,مربع متوسط ​​أسود
◼,مربع متوسط ​​أسود
◻️,مربع أبيض متوسط
◻,مربع أبيض متوسط
◾,مربع أسود متوسط ​​صغير
◽,مربع أبيض متوسط ​​صغير
▪️,مربع صغير أسود
▪,مربع صغير أسود
▫️,مربع صغير أبيض
▫,مربع صغير أبيض
🔶,ماسة برتقالية كبيرة
🔷,ماسة زرقاء كبيرة
🔸,الماس البرتقالي الصغير
🔹,الماس الأزرق الصغير
🔺,وأشار مثلث أحمر
🔻,وأشار مثلث أحمر لأسفل
💠,الماس مع نقطة
🔘,زر الراديو
🔳,زر مربع أبيض
🔲,زر مربع أسود
🌍,الكرة الأرضية تظهر أوروبا وأفريقيا
🌎,الكرة الأرضية تظهر الأمريكتين
🌏,كرة أرضية تظهر آسيا وأستراليا
🌐,الكرة الأرضية مع خطوط الطول
🗺️,خريطة العالم
🗺,خريطة العالم
🗾,خريطة اليابان
🧭,بوصلة
🏔️,الجبال المغطاة بالثلوج
🏔,الجبال المغطاة بالثلوج
⛰️,جبل
⛰,جبل
🌋,بركان
🗻,جبل فوجى
🏕️,تخييم
🏕,تخييم
🏖️,الشاطئ مع مظلة
🏖,الشاطئ مع مظلة
🏜️,صحراء
🏜,صحراء
🏝️,جزيرة الصحراء
🏝,جزيرة الصحراء
🏞️,متنزه قومي
🏞,متنزه قومي
🏟️,ملعب
🏟,ملعب
🏛️,مبنى كلاسيكي
🏛,مبنى كلاسيكي
🏗️,تشييد المباني
🏗,تشييد المباني
🧱,قالب طوب
🪨,صخر
🪵,خشب
🛖,كوخ
🏘️,منازل
🏘,منازل
🏚️,منزل مهجور
🏚,منزل مهجور
🏠,منزل
🏡,منزل بحديقة
🏢,مبنى إداري
🏣,مكتب البريد الياباني
🏤,مكتب البريد
🏥,مستشفى
🏦,بنك
🏨,الفندق
🏩,أحب فندق
🏪,محل بقالة
🏫,مدرسة
🏬,قسم التخزين
🏭,مصنع
🏯,قلعة يابانية
🏰,قلعة
💒,قِرَان
🗼,برج طوكيو
🗽,تمثال الحرية
⛪,كنيسة
🕌,مسجد
🛕,معبد هندوسي
🕍,كنيس أو مجمع يهودي
⛩️,ضريح شنتو
⛩,ضريح شنتو
🕋,الكعبة
⛲,نافورة
⛺,خيمة
🌁,ضبابي
🌃,ليلة مع النجوم
🏙️,سيتي سكيب
🏙,سيتي سكيب
🌄,شروق الشمس فوق الجبال
🌅,شروق الشمس
🌆,سيتي سكيب عند الغسق
🌇,غروب
🌉,جسر في الليل
♨️,الينابيع الساخنة
♨,الينابيع الساخنة
🎠,حصان دائري
🛝,الشرائح ملعب
🎡,عجلة فيريس
🎢,السفينة الدوارة
💈,حلاق القطب
🎪,خيمة السيرك
🚂,قاطرة
🚃,سيارة سكة حديد
🚄,قطار شديد السرعة
🚅,قطار سريع
🚆,يدرب
🚇,المترو
🚈,السكك الحديدية الخفيفة
🚉,محطة
🚊,نوع من القطارات
🚝,خط حديدي أحادي
🚞,السكك الحديدية الجبلية
🚋,سيارة الترام
🚌,حافلة
🚍,قدوم الحافلة
🚎,ترولي باص
🚐,حافلة صغيرة
🚑,سياره اسعاف
🚒,محرك ناري
🚓,سيارة شرطة
🚔,سيارة شرطة قدوم
🚕,سيارة اجره
🚖,قدوم سيارة أجرة
🚗,سيارة
🚘,قدوم السيارات
🚙,سيارة رياضية
🛻,شاحنة صغيرة
🚚,شاحنة توصيل
🚛,شاحنة مفصلية
🚜,جرار زراعى
🏎️,سيارة سباق
🏎,سيارة سباق
🏍️,دراجة نارية
🏍,دراجة نارية
🛵,سكوتر
🦽,كرسي متحرك يدوي
🦼,كرسي متحرك بمحرك
🛺,عربة الريكاشة
🚲,دراجة
🛴,ركلة سكوتر
🛹,لوح تزلج
🛼,تزلج
🚏,موقف باص
🛣️,الطريق السريع
🛣,الطريق السريع
🛤️,مسار السكك الحديدية
🛤,مسار السكك الحديدية
🛢️,برميل الزيت
🛢,برميل الزيت
⛽,مضخه وقود
🛞,عجلة
🚨,ضوء سيارة الشرطة
🚥,إشارة مرور أفقية
🚦,إشارة المرور العمودية
🛑,لافتة توقف
🚧,بناء
⚓,مِرسَاة
🛟,حلقة العوامة
⛵,مركب شراعي
🛶,قارب
🚤,قارب سريع
🛳️,سفينة ركاب
🛳,سفينة ركاب
⛴️,العبارة
⛴,العبارة
🛥️,قارب بمحرك
🛥,قارب بمحرك
🚢,سفينة
✈️,طائرة
✈,طائرة
🛩️,طائرة صغيرة
🛩,طائرة صغيرة
🛫,مغادرة الطائرة
🛬,وصول الطائرة
🪂,المظلة
💺,مقعد
